time,frequency,confidence
0.468,96.919,0.039248
0.472,96.919,0.039248
0.476,96.919,0.039248
0.480,96.919,0.039248
0.484,96.919,0.039248
0.488,96.919,0.039248
0.492,96.919,0.039248
0.496,96.919,0.039248
0.500,96.919,0.039248
0.504,96.919,0.039248
0.508,96.919,0.039248
0.512,96.919,0.039248
0.516,96.919,0.039248
0.520,96.919,0.039248
0.524,96.919,0.039248
0.528,96.919,0.039248
0.532,96.919,0.039248
0.536,96.919,0.039248
0.540,96.919,0.039248
0.544,96.919,0.039248
0.548,96.919,0.039248
0.552,96.919,0.039248
0.556,96.919,0.039248
0.560,96.919,0.039248
0.564,96.919,0.039248
0.568,96.919,0.039248
0.572,96.919,0.039248
0.576,96.919,0.039248
0.580,96.919,0.039248
0.584,96.919,0.039248
0.588,96.919,0.039248
0.592,96.919,0.039248
0.596,96.919,0.039248
0.600,96.919,0.039248
0.604,96.919,0.039248
0.608,96.919,0.039248
0.612,96.919,0.039248
0.616,96.919,0.039248
0.620,96.919,0.039248
0.624,96.919,0.039248
0.628,96.919,0.039248
0.632,96.919,0.039248
0.636,96.919,0.039248
0.640,96.919,0.039248
0.644,96.919,0.039248
0.648,96.919,0.039248
0.652,96.919,0.039248
0.656,96.919,0.039248
0.660,96.919,0.039248
0.664,96.919,0.039248
0.668,96.919,0.039248
0.672,96.919,0.039248
0.676,96.919,0.039248
0.680,96.919,0.039248
0.684,96.919,0.039248
0.688,96.919,0.039248
0.692,96.919,0.039248
0.696,96.919,0.039248
0.700,96.919,0.039248
0.704,96.919,0.039248
0.708,96.919,0.039248
0.712,96.919,0.039248
0.716,96.919,0.039248
0.720,96.919,0.039248
0.724,96.919,0.039248
0.728,96.919,0.039248
0.732,96.919,0.039248
0.736,96.919,0.039248
0.740,96.919,0.039248
0.744,96.919,0.039248
0.748,96.919,0.039248
0.752,96.919,0.039248
0.756,96.919,0.039248
0.760,96.919,0.039248
0.764,96.919,0.039248
0.768,96.919,0.039248
0.772,96.919,0.039248
0.776,96.919,0.039248
0.780,96.919,0.039248
0.784,96.919,0.039248
0.788,96.919,0.039248
0.792,96.919,0.039248
0.796,96.919,0.039248
0.800,96.919,0.039248
0.804,96.919,0.039248
0.808,96.919,0.039248
0.812,96.919,0.039248
0.816,96.919,0.039248
0.820,96.919,0.039248
0.824,96.919,0.039248
0.828,96.919,0.039248
0.832,96.919,0.039248
0.836,96.919,0.039248
0.840,96.919,0.039248
0.844,96.919,0.039248
0.848,96.919,0.039248
0.852,96.919,0.039248
0.856,96.919,0.039248
0.860,96.919,0.039248
0.864,96.919,0.039248
0.868,96.919,0.039248
0.872,96.919,0.039248
0.876,96.919,0.039248
0.880,96.919,0.039248
0.884,96.919,0.039248
0.888,96.919,0.039248
0.892,96.919,0.039248
0.896,96.919,0.039248
0.900,96.919,0.039248
0.904,96.919,0.039248
0.908,96.919,0.039248
0.912,96.919,0.039248
0.916,96.919,0.039248
0.920,96.919,0.039248
0.924,96.919,0.039248
0.928,96.919,0.039248
0.932,96.919,0.039248
0.936,96.919,0.039248
0.940,96.919,0.039248
0.944,96.919,0.039248
0.948,96.919,0.039248
0.952,96.919,0.039248
0.956,96.919,0.039248
0.960,96.919,0.039248
0.964,96.919,0.039248
0.968,96.919,0.039248
0.972,96.919,0.039248
0.976,96.919,0.039248
0.980,96.919,0.039248
0.984,96.919,0.039248
0.988,96.919,0.039248
0.992,96.919,0.039248
0.996,96.919,0.039248
1.000,96.919,0.039248
1.004,96.919,0.039248
1.008,96.919,0.039248
1.012,96.919,0.039248
1.016,96.919,0.039248
1.020,96.919,0.039248
1.024,96.919,0.039248
1.028,96.919,0.039248
1.032,96.919,0.039248
1.036,96.919,0.039248
1.040,96.919,0.039248
1.044,96.919,0.039248
1.048,96.919,0.039248
1.052,96.919,0.039248
1.056,96.919,0.039248
1.060,96.919,0.039248
1.064,96.919,0.039248
1.068,96.919,0.039248
1.072,96.919,0.039248
1.076,96.919,0.039248
1.080,96.919,0.039248
1.084,96.919,0.039248
1.088,96.919,0.039248
1.092,96.919,0.039248
1.096,96.919,0.039248
1.100,96.919,0.039248
1.104,96.919,0.039248
1.108,96.919,0.039248
1.112,96.919,0.039248
1.116,96.919,0.039248
1.120,96.919,0.039248
1.124,96.919,0.039248
1.128,96.919,0.039248
1.132,96.919,0.039248
1.136,96.919,0.039248
1.140,96.919,0.039248
1.144,96.919,0.039248
1.148,96.919,0.039248
1.152,96.919,0.039248
1.156,96.919,0.039248
1.160,96.919,0.039248
1.164,96.919,0.039248
1.168,96.919,0.039248
1.172,96.919,0.039248
1.176,96.919,0.039248
1.180,96.919,0.039248
1.184,96.919,0.039248
1.188,96.919,0.039248
1.192,96.919,0.039248
1.196,96.919,0.039248
1.200,96.919,0.039248
1.204,96.919,0.039248
1.208,96.919,0.039248
1.212,96.919,0.039248
1.216,96.919,0.039248
1.220,96.919,0.039248
1.224,96.919,0.039248
1.228,96.919,0.039248
1.232,96.919,0.039248
1.236,96.919,0.039248
1.240,96.919,0.039248
1.244,96.919,0.039248
1.248,96.919,0.039248
1.252,96.919,0.039248
1.256,96.919,0.039248
1.260,96.919,0.039248
1.264,96.919,0.039248
1.268,96.919,0.039248
1.272,96.919,0.039248
1.276,96.919,0.039248
1.280,96.919,0.039248
1.284,96.919,0.039248
1.288,96.919,0.039248
1.292,96.919,0.039248
1.296,96.919,0.039248
1.300,96.919,0.039248
1.304,96.919,0.039248
1.308,96.919,0.039248
1.312,96.919,0.039248
1.316,96.919,0.039248
1.320,96.919,0.039248
1.324,96.919,0.039248
1.328,96.919,0.039248
1.332,96.919,0.039248
1.336,96.919,0.039248
1.340,96.919,0.039248
1.344,96.919,0.039248
1.348,96.919,0.039248
1.352,96.919,0.039248
1.356,96.919,0.039248
1.360,96.919,0.039248
1.364,104.966,0.296021
1.368,116.146,0.184300
1.372,132.309,0.325034
1.376,145.823,0.214326
1.380,156.473,0.025094
1.384,177.870,0.024731
1.388,177.468,0.007010
1.392,176.912,0.022142
1.396,181.254,0.020547
1.400,185.128,0.060483
1.404,189.131,0.088532
1.408,196.256,0.105041
1.412,203.173,0.082858
1.416,208.965,0.097576
1.420,216.354,0.081211
1.424,227.340,0.076226
1.428,239.509,0.058934
1.432,245.133,0.076352
1.436,245.202,0.101922
1.440,244.530,0.109888
1.444,243.766,0.139273
1.448,243.633,0.105204
1.452,259.177,0.080530
1.456,283.902,0.100523
1.460,307.711,0.077675
1.464,329.620,0.088818
1.468,365.047,0.040753
1.472,395.427,0.020649
1.476,439.762,0.016196
1.480,474.930,0.066089
1.484,520.323,0.099226
1.488,584.534,0.034309
1.492,636.855,0.047918
1.496,638.237,0.034309
1.500,638.079,0.048139
1.504,642.660,0.066671
1.508,641.575,0.088664
1.512,639.961,0.083630
1.516,640.037,0.086242
1.520,644.809,0.087218
1.524,650.620,0.098082
1.528,657.094,0.073042
1.532,659.163,0.065016
1.536,659.639,0.065138
1.540,658.747,0.073152
1.544,725.805,0.064368
1.548,850.372,0.022730
1.552,928.853,0.014299
1.556,933.426,0.143418
1.560,932.456,0.164711
1.564,937.075,0.053370
1.568,937.102,0.013390
1.572,934.459,0.009184
1.576,935.395,0.009185
1.580,936.302,0.019170
1.584,913.972,0.042116
1.588,879.109,0.059256
1.592,851.245,0.154768
1.596,805.588,0.243665
1.600,776.083,0.217862
1.604,739.915,0.149436
1.608,725.658,0.118005
1.612,713.568,0.143760
1.616,704.065,0.116536
1.620,689.049,0.156215
1.624,676.604,0.183696
1.628,667.084,0.127891
1.632,655.715,0.011523
1.636,634.109,0.008446
1.640,619.500,0.027428
1.644,598.862,0.082427
1.648,589.296,0.079687
1.652,593.687,0.097520
1.656,594.608,0.100377
1.660,597.978,0.102678
1.664,598.282,0.075643
1.668,597.498,0.070877
1.672,624.034,0.086070
1.676,625.955,0.101028
1.680,634.578,0.110639
1.684,634.066,0.092169
1.688,644.418,0.089985
1.692,644.675,0.088918
1.696,649.770,0.103233
1.700,650.573,0.106647
1.704,651.579,0.081184
1.708,647.493,0.054336
1.712,638.379,0.073494
1.716,625.843,0.063772
1.720,624.773,0.078798
1.724,624.123,0.140240
1.728,622.447,0.340664
1.732,624.766,0.257570
1.736,625.436,0.373233
1.740,628.289,0.402647
1.744,627.242,0.315567
1.748,626.304,0.355161
1.752,623.040,0.379808
1.756,626.310,0.221381
1.760,634.598,0.057372
1.764,635.555,0.010249
1.768,635.204,0.018744
1.772,633.475,0.065058
1.776,633.390,0.101327
1.780,594.966,0.088968
1.784,643.499,0.093983
1.788,640.135,0.073280
1.792,640.061,0.049207
1.796,641.806,0.036415
1.800,641.921,0.046502
1.804,639.223,0.073322
1.808,635.657,0.277029
1.812,636.634,0.072632
1.816,640.892,0.037261
1.820,641.322,0.069158
1.824,641.419,0.073383
1.828,640.016,0.063043
1.832,640.380,0.083273
1.836,639.844,0.109315
1.840,640.958,0.156197
1.844,640.753,0.160170
1.848,642.010,0.148852
1.852,643.200,0.075659
1.856,641.751,0.042378
1.860,648.048,0.046761
1.864,651.906,0.031276
1.868,637.163,0.052279
1.872,637.136,0.092028
1.876,660.772,0.075907
1.880,658.316,0.076366
1.884,637.575,0.071351
1.888,637.532,0.068298
1.892,637.800,0.073909
1.896,636.700,0.066807
1.900,635.861,0.073366
1.904,635.852,0.175089
1.908,640.347,0.128908
1.912,644.495,0.083039
1.916,649.759,0.073243
1.920,650.811,0.070472
1.924,651.177,0.075822
1.928,644.954,0.088111
1.932,638.288,0.095865
1.936,632.855,0.095801
1.940,632.996,0.104125
1.944,634.683,0.088862
1.948,640.422,0.105311
1.952,643.832,0.100444
1.956,644.083,0.117927
1.960,644.381,0.098195
1.964,644.686,0.080875
1.968,649.407,0.093662
1.972,650.767,0.108050
1.976,650.703,0.099891
1.980,649.642,0.097399
1.984,643.623,0.084523
1.988,626.375,0.097997
1.992,626.752,0.089229
1.996,633.728,0.074643
2.000,633.231,0.062911
2.004,639.342,0.093168
2.008,644.342,0.092366
2.012,612.193,0.087286
2.016,584.418,0.086681
2.020,546.724,0.013260
2.024,505.845,0.011563
2.028,479.097,0.031360
2.032,466.992,0.025373
2.036,465.425,0.040992
2.040,466.124,0.047960
2.044,469.563,0.015965
2.048,471.693,0.081461
2.052,472.857,0.119940
2.056,473.714,0.147326
2.060,475.058,0.156418
2.064,476.207,0.186258
2.068,479.672,0.308374
2.072,481.591,0.380456
2.076,482.922,0.372380
2.080,482.135,0.463579
2.084,481.096,0.512403
2.088,478.217,0.495516
2.092,477.052,0.530238
2.096,481.306,0.559904
2.100,483.244,0.614675
2.104,485.576,0.665236
2.108,488.050,0.759238
2.112,489.588,0.846348
2.116,490.835,0.887749
2.120,491.913,0.903969
2.124,492.719,0.905609
2.128,493.238,0.927163
2.132,493.552,0.946629
2.136,493.922,0.959620
2.140,494.112,0.966688
2.144,494.207,0.970732
2.148,494.315,0.973439
2.152,494.351,0.974349
2.156,494.456,0.975227
2.160,494.600,0.975777
2.164,494.697,0.975312
2.168,494.784,0.975064
2.172,494.821,0.974668
2.176,494.780,0.973940
2.180,494.662,0.973820
2.184,494.514,0.973684
2.188,494.389,0.973798
2.192,494.355,0.974116
2.196,494.379,0.974349
2.200,494.406,0.974095
2.204,494.396,0.972801
2.208,494.438,0.972190
2.212,494.539,0.972482
2.216,494.639,0.972803
2.220,494.731,0.974349
2.224,494.757,0.976438
2.228,494.755,0.978720
2.232,494.732,0.980095
2.236,494.658,0.980455
2.240,494.589,0.980700
2.244,494.502,0.980338
2.248,494.463,0.979597
2.252,494.491,0.978602
2.256,494.567,0.977592
2.260,494.638,0.976560
2.264,494.652,0.975563
2.268,494.613,0.975186
2.272,494.563,0.975356
2.276,494.502,0.976022
2.280,494.413,0.976448
2.284,494.488,0.976667
2.288,494.510,0.975909
2.292,494.480,0.974181
2.296,494.459,0.969486
2.300,494.681,0.960210
2.304,495.328,0.944301
2.308,496.183,0.912053
2.312,497.166,0.851734
2.316,498.153,0.731028
2.320,498.205,0.641581
2.324,497.965,0.520136
2.328,496.525,0.492103
2.332,494.827,0.493530
2.336,493.820,0.397316
2.340,493.240,0.314450
2.344,493.480,0.240366
2.348,544.750,0.279939
2.352,588.055,0.464913
2.356,587.400,0.716884
2.360,587.495,0.884681
2.364,588.499,0.945752
2.368,589.151,0.967582
2.372,589.666,0.976204
2.376,590.377,0.978168
2.380,590.908,0.977726
2.384,591.011,0.977387
2.388,591.145,0.976652
2.392,591.040,0.977010
2.396,590.984,0.977359
2.400,591.009,0.977010
2.404,591.080,0.975303
2.408,591.069,0.976307
2.412,591.193,0.975607
2.416,591.340,0.973498
2.420,591.444,0.971465
2.424,591.598,0.968364
2.428,591.824,0.964140
2.432,591.866,0.961576
2.436,591.973,0.958092
2.440,592.178,0.951161
2.444,592.232,0.945479
2.448,592.426,0.941125
2.452,592.291,0.939331
2.456,592.083,0.939724
2.460,591.548,0.953167
2.464,591.099,0.961240
2.468,590.681,0.969628
2.472,590.882,0.973008
2.476,590.788,0.974418
2.480,591.270,0.971753
2.484,591.408,0.969859
2.488,591.843,0.958313
2.492,592.457,0.930534
2.496,593.035,0.876010
2.500,593.864,0.748018
2.504,595.959,0.366262
2.508,597.594,0.128897
2.512,664.880,0.167068
2.516,747.255,0.306269
2.520,746.495,0.455778
2.524,746.526,0.587068
2.528,746.140,0.746853
2.532,747.502,0.812597
2.536,747.738,0.853926
2.540,747.448,0.864816
2.544,747.807,0.876034
2.548,747.526,0.884545
2.552,747.541,0.883654
2.556,747.423,0.885522
2.560,746.771,0.888281
2.564,746.733,0.890415
2.568,746.772,0.894337
2.572,746.782,0.894831
2.576,746.725,0.897097
2.580,746.647,0.900927
2.584,746.863,0.898981
2.588,747.090,0.901339
2.592,747.197,0.902681
2.596,747.370,0.904968
2.600,747.311,0.905711
2.604,747.392,0.904413
2.608,747.506,0.905047
2.612,747.537,0.904622
2.616,747.863,0.902943
2.620,748.026,0.901182
2.624,748.603,0.901084
2.628,749.652,0.901299
2.632,750.562,0.897700
2.636,751.947,0.887126
2.640,753.299,0.872477
2.644,754.879,0.830904
2.648,757.163,0.756762
2.652,760.164,0.699829
2.656,763.473,0.635481
2.660,765.435,0.637141
2.664,767.841,0.629502
2.668,770.752,0.618125
2.672,772.389,0.647112
2.676,774.967,0.680231
2.680,777.069,0.693627
2.684,778.506,0.786598
2.688,778.936,0.866032
2.692,778.310,0.889233
2.696,777.410,0.899018
2.700,776.101,0.896355
2.704,774.116,0.893012
2.708,771.952,0.902476
2.712,770.482,0.918671
2.716,769.604,0.928116
2.720,769.173,0.936933
2.724,769.736,0.938599
2.728,770.917,0.939980
2.732,772.519,0.930960
2.736,774.357,0.943739
2.740,775.989,0.951909
2.744,777.313,0.955202
2.748,778.641,0.954233
2.752,780.078,0.949008
2.756,781.292,0.940126
2.760,782.468,0.952088
2.764,783.203,0.958697
2.768,783.800,0.963043
2.772,784.660,0.962247
2.776,785.170,0.958922
2.780,785.314,0.954787
2.784,785.214,0.951093
2.788,785.302,0.944384
2.792,785.577,0.937731
2.796,785.543,0.933301
2.800,785.366,0.913296
2.804,785.569,0.869648
2.808,784.934,0.820795
2.812,783.586,0.805574
2.816,782.939,0.805711
2.820,782.788,0.788998
2.824,782.890,0.725361
2.828,784.848,0.717700
2.832,785.401,0.732601
2.836,784.047,0.760441
2.840,783.242,0.710637
2.844,780.915,0.620033
2.848,706.346,0.523122
2.852,672.060,0.418253
2.856,670.345,0.585807
2.860,668.061,0.678932
2.864,666.757,0.787014
2.868,666.201,0.829044
2.872,665.151,0.883155
2.876,664.687,0.906229
2.880,664.047,0.924894
2.884,663.690,0.935312
2.888,663.661,0.941417
2.892,663.304,0.947601
2.896,663.311,0.951371
2.900,663.193,0.954474
2.904,663.449,0.954320
2.908,663.367,0.955997
2.912,663.492,0.954548
2.916,663.554,0.955432
2.920,663.638,0.955754
2.924,663.557,0.956040
2.928,663.539,0.956292
2.932,663.342,0.958641
2.936,663.291,0.958524
2.940,663.212,0.958988
2.944,663.318,0.959480
2.948,663.404,0.958605
2.952,663.557,0.959126
2.956,663.307,0.960219
2.960,663.405,0.958563
2.964,663.448,0.959824
2.968,663.303,0.959036
2.972,663.248,0.956014
2.976,663.465,0.955169
2.980,663.249,0.947199
2.984,663.410,0.934934
2.988,663.321,0.917933
2.992,663.524,0.882178
2.996,662.032,0.850592
3.000,661.709,0.783002
3.004,661.160,0.684479
3.008,588.844,0.513189
3.012,589.862,0.810958
3.016,590.439,0.897281
3.020,591.514,0.913496
3.024,592.821,0.914652
3.028,593.155,0.923980
3.032,594.174,0.911261
3.036,594.892,0.926293
3.040,595.251,0.926564
3.044,595.293,0.931650
3.048,595.477,0.933115
3.052,595.330,0.931398
3.056,595.167,0.929532
3.060,594.829,0.927670
3.064,594.654,0.928739
3.068,594.812,0.930263
3.072,594.361,0.927441
3.076,594.553,0.929457
3.080,594.598,0.932900
3.084,594.553,0.931525
3.088,594.416,0.929975
3.092,594.218,0.925976
3.096,594.402,0.926879
3.100,594.339,0.926773
3.104,593.843,0.918618
3.108,593.859,0.915445
3.112,593.762,0.915048
3.116,593.935,0.914462
3.120,593.937,0.910140
3.124,593.587,0.905907
3.128,594.091,0.914207
3.132,594.170,0.911675
3.136,594.204,0.912342
3.140,594.260,0.916306
3.144,594.074,0.914786
3.148,594.118,0.918266
3.152,594.026,0.920794
3.156,593.548,0.923739
3.160,593.298,0.936176
3.164,592.883,0.946012
3.168,592.825,0.950878
3.172,592.419,0.955996
3.176,591.840,0.964400
3.180,591.589,0.963340
3.184,590.747,0.966275
3.188,589.518,0.955120
3.192,588.106,0.917286
3.196,586.335,0.790001
3.200,580.799,0.680053
3.204,571.319,0.509781
3.208,565.105,0.638003
3.212,565.098,0.759598
3.216,566.525,0.805258
3.220,567.770,0.863798
3.224,567.364,0.897270
3.228,566.145,0.910857
3.232,565.659,0.920370
3.236,564.482,0.921605
3.240,563.161,0.920441
3.244,562.331,0.913777
3.248,562.243,0.920487
3.252,562.892,0.928789
3.256,563.342,0.937335
3.260,563.632,0.938017
3.264,563.507,0.939668
3.268,563.042,0.934150
3.272,562.573,0.931440
3.276,562.016,0.923564
3.280,561.985,0.927008
3.284,562.281,0.932031
3.288,562.886,0.937357
3.292,562.982,0.938308
3.296,562.680,0.938218
3.300,562.041,0.924988
3.304,561.346,0.914469
3.308,560.845,0.898435
3.312,560.585,0.888262
3.316,561.683,0.886703
3.320,562.690,0.879076
3.324,563.455,0.878893
3.328,563.769,0.872157
3.332,563.708,0.857695
3.336,562.895,0.834602
3.340,562.025,0.817158
3.344,560.756,0.809799
3.348,561.035,0.795738
3.352,561.887,0.785680
3.356,562.526,0.797857
3.360,563.472,0.746178
3.364,565.138,0.627630
3.368,570.514,0.567717
3.372,575.559,0.590935
3.376,579.162,0.625664
3.380,583.151,0.628145
3.384,586.222,0.623529
3.388,587.804,0.673807
3.392,588.919,0.676151
3.396,589.212,0.684904
3.400,589.270,0.681469
3.404,589.104,0.661771
3.408,588.846,0.645523
3.412,588.663,0.635999
3.416,588.555,0.645240
3.420,588.536,0.644346
3.424,588.567,0.638951
3.428,588.506,0.643536
3.432,588.581,0.626241
3.436,588.697,0.622314
3.440,588.861,0.620331
3.444,589.078,0.618379
3.448,589.388,0.588758
3.452,589.741,0.563086
3.456,590.064,0.552329
3.460,590.254,0.548708
3.464,590.764,0.502412
3.468,590.977,0.468282
3.472,591.238,0.448561
3.476,591.056,0.438419
3.480,590.872,0.448917
3.484,590.299,0.472536
3.488,590.083,0.490506
3.492,589.762,0.540176
3.496,589.692,0.554907
3.500,589.757,0.520310
3.504,589.727,0.492451
3.508,589.474,0.487033
3.512,588.727,0.478140
3.516,588.089,0.474943
3.520,587.629,0.501656
3.524,587.376,0.534684
3.528,587.488,0.535964
3.532,587.730,0.479928
3.536,588.488,0.464262
3.540,588.908,0.449883
3.544,589.168,0.488187
3.548,588.883,0.571366
3.552,588.100,0.591233
3.556,587.689,0.672194
3.560,587.086,0.659590
3.564,585.910,0.538229
3.568,585.823,0.428066
3.572,584.887,0.273061
3.576,626.401,0.479925
3.580,719.404,0.645093
3.584,783.278,0.791914
3.588,783.390,0.857133
3.592,783.355,0.887626
3.596,783.631,0.911602
3.600,783.558,0.929453
3.604,783.666,0.936377
3.608,783.784,0.943781
3.612,783.897,0.945086
3.616,784.033,0.953226
3.620,783.827,0.955599
3.624,784.125,0.957897
3.628,784.233,0.957275
3.632,784.345,0.960115
3.636,784.504,0.959067
3.640,784.740,0.956739
3.644,784.831,0.957346
3.648,784.465,0.955584
3.652,784.603,0.958561
3.656,784.466,0.958074
3.660,784.363,0.956851
3.664,784.042,0.955283
3.668,784.235,0.953303
3.672,784.111,0.954498
3.676,783.625,0.950908
3.680,783.206,0.946651
3.684,782.905,0.945562
3.688,782.583,0.946077
3.692,782.001,0.939464
3.696,781.884,0.933428
3.700,782.368,0.925595
3.704,782.738,0.918463
3.708,783.800,0.900971
3.712,783.747,0.849545
3.716,782.537,0.787631
3.720,775.310,0.696522
3.724,763.734,0.596826
3.728,757.811,0.757144
3.732,755.796,0.848280
3.736,754.316,0.893853
3.740,753.051,0.903691
3.744,751.705,0.906980
3.748,750.524,0.903353
3.752,750.470,0.904025
3.756,750.876,0.914860
3.760,751.767,0.921025
3.764,752.222,0.924646
3.768,751.855,0.924090
3.772,750.902,0.916332
3.776,750.255,0.909653
3.780,750.052,0.913637
3.784,751.026,0.921656
3.788,751.900,0.926063
3.792,752.332,0.930350
3.796,751.987,0.928089
3.800,751.051,0.918505
3.804,750.429,0.904861
3.808,749.915,0.893969
3.812,749.944,0.901361
3.816,750.866,0.910930
3.820,752.442,0.915406
3.824,752.406,0.920403
3.828,751.920,0.915457
3.832,750.978,0.905318
3.836,750.191,0.893980
3.840,750.361,0.890201
3.844,751.256,0.894778
3.848,753.049,0.886420
3.852,754.583,0.865939
3.856,754.646,0.842935
3.860,754.162,0.808782
3.864,754.295,0.758575
3.868,754.942,0.688293
3.872,756.843,0.655826
3.876,757.297,0.634096
3.880,756.293,0.580741
3.884,756.216,0.416850
3.888,662.001,0.240074
3.892,579.048,0.232739
3.896,581.606,0.490027
3.900,584.468,0.692404
3.904,587.407,0.820182
3.908,589.156,0.874780
3.912,590.847,0.852211
3.916,592.111,0.869048
3.920,593.298,0.867149
3.924,593.983,0.871623
3.928,593.941,0.897566
3.932,593.627,0.908185
3.936,592.772,0.936550
3.940,591.728,0.954705
3.944,590.652,0.963859
3.948,589.690,0.971312
3.952,588.552,0.978304
3.956,588.089,0.980903
3.960,587.806,0.983164
3.964,587.797,0.985198
3.968,588.060,0.984609
3.972,588.460,0.984515
3.976,588.877,0.983319
3.980,589.396,0.980655
3.984,590.112,0.977420
3.988,590.233,0.975865
3.992,590.742,0.970545
3.996,590.779,0.968787
4.000,591.117,0.964670
4.004,591.465,0.957109
4.008,591.859,0.948578
4.012,592.185,0.946438
4.016,592.402,0.941994
4.020,592.480,0.936585
4.024,592.452,0.943823
4.028,592.532,0.941695
4.032,592.756,0.938596
4.036,592.678,0.942503
4.040,592.726,0.945649
4.044,592.642,0.947192
4.048,592.254,0.954307
4.052,592.077,0.951596
4.056,591.510,0.940668
4.060,590.241,0.929674
4.064,587.829,0.884012
4.068,582.684,0.802852
4.072,577.740,0.736663
4.076,572.362,0.804723
4.080,569.018,0.865832
4.084,567.126,0.864970
4.088,566.080,0.900181
4.092,565.685,0.907934
4.096,565.880,0.904997
4.100,566.495,0.898065
4.104,567.341,0.911113
4.108,567.597,0.926979
4.112,567.516,0.932282
4.116,567.443,0.927111
4.120,566.682,0.923858
4.124,566.091,0.929974
4.128,565.506,0.933765
4.132,565.442,0.932265
4.136,565.330,0.931394
4.140,565.468,0.933895
4.144,565.499,0.935023
4.148,565.667,0.933285
4.152,565.341,0.938163
4.156,565.162,0.938077
4.160,564.990,0.939528
4.164,565.056,0.938639
4.168,565.041,0.936956
4.172,565.028,0.941598
4.176,564.977,0.943995
4.180,564.948,0.944945
4.184,564.553,0.946855
4.188,564.154,0.945780
4.192,563.368,0.942845
4.196,563.292,0.934813
4.200,562.852,0.924961
4.204,563.238,0.924536
4.208,563.860,0.917317
4.212,565.647,0.900417
4.216,566.949,0.888812
4.220,568.090,0.896328
4.224,569.404,0.861435
4.228,572.540,0.844542
4.232,575.233,0.848079
4.236,578.753,0.856345
4.240,579.694,0.887074
4.244,580.820,0.925333
4.248,580.716,0.938917
4.252,579.687,0.930495
4.256,579.003,0.929181
4.260,578.256,0.952705
4.264,578.020,0.962412
4.268,578.506,0.960878
4.272,579.138,0.950856
4.276,580.298,0.965699
4.280,581.790,0.971177
4.284,583.227,0.971517
4.288,584.694,0.966066
4.292,586.070,0.965043
4.296,587.186,0.978763
